Név,Útszakasz
Aranyvessző utca,3
Aranyvirág sétány,1
Aranyvirág utca,1
Aranyvölgyi út,32
Aranyvölgy utca,2
Araszt utca,1
Arasz út,1
Arasz utca,16
Aratás utca,1
Arató Emil tér,2
Arató házaspár utca,1
Arató köz,1
Arató utca,48
Árboc köz,1
Árboc utca,2
Árbóc utca,19
Arborétum,1
Arborétum híd,1
Arborétumi üdülősor,1
Arborétum lakópark,6
Arborétum út,2
Arborétum utca,6
Árbóz utca,1
Ardics utca,2
Aréna utca,4
Árenda dűlő,1
Árendás köz,2
Árendás utca,3
Argenti Döme tér,4
Argentína tér,2
Ariadné utca,1
Árjas utca,1
Árkádok,4
Árkádos utca,1
Árkád sor,11
Árkai Kansur András utca,1
Árkász utca,3
Árkay Aladár sétány,2
Árkay Bertalan sétány,1
Árkoskert utca,1
Árkos utca,7
Ármány utca,1
Árnika utca,10
Arnold-köz,1
Arnóti sor,2
Arnóti út,1
Árnyas fasor,1
Árnyas köz,8
Árnyas liget,3
Árnyas sétány,2
Árnyas szurdik,3
Árnyas út,11
Árnyas utca,77
Árnyékszala utca,1
Árok,1
Árok dűlő,3
Árokföldek dűlő,2
Árokhát út,1
Ároki út,1
Árok köz,6
Árokparti fasor,1
Árokparti utca,2
Árokpart sor,1
Árokpart utca,1
Árok sor,2
Árokszállási út,1
Árokszállási utca,1
Árokszőlő út,4
Ároktői utca,1
Ároktő út,7
Árok út,4
Árok utca,108
Aroma utca,1
Áron köz,1
Áron utca,4
Árpád dűlő,1
Árpád fejedelem tér,4
Árpád fejedelem út,2
Árpád fejedelem utca,38
Árpád fejedelem útja,93
Árpádföldi tér,1
Árpádföldi út,10
Árpádhalmi út,1
Árpád-házi Szent Erzsébet park,2
Árpád-házi Szent Erzsébet sétány,5
Árpád-házi Szent Erzsébet tér,5
Árpád-házi Szent Erzsébet utca,2
Árpádhegy utca,1
Árpád híd,30
Árpád kert,1
Árpád körút,12
Árpád körvasútsor,1
Árpád köz,40
Árpád köz utca,1
Árpád lakótelep utca,1
Árpád part,1
Árpád sétány,2
Árpád sor,17
Árpádsor utca,1
Árpádszállasí út,9
Árpád telep,9
Árpád tér,50
Árpádtető,4
Árpád tető,4
Árpád út,210
Árpád utca,1239
Árpád úti felüljáró,4
Árpád vezér út,14
Árpád vezér utca,52
Árpád vezér útja,3
Árpa köz,1
Árpási utca,1
Árpáskerti utca,1
Árpás utca,1
Árpa utca,13
Ártéri bemutatóhely feltáróhíd,1
Ártéri tanösvény,1
"Ártéri tanösvény (helyenként leszakadt, nehezen járható)",1
Ártéri út,1
Ártér utca,9
Artézi kút utca,1
Artézska,1
Articsóka utca,2
Artner Vilmos utca,1
Artúr utca,1
Áruház köz,1
Áruház utca,2
Ár utca,1
Árvacsalán köz,1
Árvácska dűlő,1
Árvácska köz,6
Árvácska sétány,1
Árvácska út,5
Árvácska utca,86
Árvaház köz,2
Árvaház utca,2
Árvahegyi út,1
Árvai híd,1
Árvai út,1
Árvai utca,7
Árvai zárás,2
Árva köz,2
Árvalányhajas utca,1
Árvalányhaj köz,1
Árvalányhaj út,1
Árvalányhaj utca,26
Árva utca,14
Árva vár utca,1
Árvavár utca,7
Árvay József utca,1
Árvédelmi töltés,2
árvédelmi záportározó töltés,1
Árvízédelmi töltés,1
Árvízsor,1
Árvíz út,2
Árvíz utca,18
Árvízvédelmi körtöltés,5
"Árvízvédelmi körtöltés,földgát",1
"Árvízvédelmi körtöltés, földgát-beton támfal",1
"Árvízvédelmi körtöltés,földgát-beton támfal",1
árvízvédelmi töltés,8
Árvízvédelmi töltés,20
Arzén utca,2
Asbóth József utca,1
Asbóth Oszkár utca,2
Asbóth Sándor utca,2
Asbóth utca,7
Aschner Lipót tér,3
A. Sipossa,1
Ásító dűlő,1
Ásólúd utca,1
A sor,1
Ásó utca,5
Asszonyhegy dűlő,1
Asszonyhegyi út,1
Asszonyrész,1
Asszonytava utca,1
Asszonyvár,1
Asszonyvásár dűlő,1
Asték utca,2
Ast köz,2
"Astoria villamosmegálló, Szabadság-híd felé",1
Ásványbánya utca,2
Ásványhát utca,2
Ásványi torkolati fenékküszöb,8
Ásvány utca,8
Aszalói út,2
Aszaló utca,1
Aszalvölgyi út,8
Aszály utca,3
Aszat köz,1
A szektor,1
A szentháromság útja,1
Aszfaltozó utca,14
Aszfelt telep,1
Aszódi köz,1
Aszódi út,2
Aszódi utca,12
Aszói utca,1
Ászok dűlő,1
Ászokhordó utca,1
Ászok sor,1
Ászok út,1
Ászok utca,5
Aszó utca,1
Aszparágusz utca,2
Asztag utca,2
Asztalos Béla utca,5
Asztalos Ferenc út,1
Asztalosipar utca,2
Asztalos János utca,7
Asztalos köz,4
Asztalos P. Kálmán utca,1
Asztalos Sándor út,5
Asztalos Sándor utca,8
Asztalos út,3
Asztalos utca,30
Asztana út,1
Asztrik apát utca,1
Asztrik tér,1
Aszú dűlő,1
Aszú köz,1
Aszú utca,10
Átalkő utca,1
Átalszegett utca,2
Á-telep,2
áteresz,1
Áteresz,3
Átérő utca,1
Athéni utca,1
Athén utca,1
Athinay utca,7
Átjáró,4
Átjáró a szigetre,1
Átjáró eltorlaszolva,1
Átjáró (Geoda),1
Átjáró köz,2
Átjáró út,2
Átjáró utca,4
Atkári út,4
átkötő,1
Átkötő út,2
Átkötő utca,9
Atlasz utca,1
Atléta utca,3
Átlós köz,1
Átlós út,8
Átlós utca,13
Átló utca,2
Átok dűlő,1
a töltés alatt,1
Atomerőmű Déli bejáró,1
Atomerőmű Északi bejáró,1
Atracél köz,1
Átrium köz,2
Átrium sor,1
Átrium utca,1
Atta út,1
Attila birtok bejárat,1
Attila Birtok bejárati út,1
Attila birtok gyalogos bejáró,1
Attila birtok parkoló,1
Attila Cross Ungarn-crosspálya,1
Attila király körút,4
Attila király utca,1
Attila király útja,2
Attila körút,1
Attila köz,8
Attila tér,3
Attila út,78
Attila utca,312
Áttöltés a mellékágon,1
Attyai-táprét tanösvény,3
Attyai-táprét tanösvény (felmérendő),1
Attyai utca,2
Atya út,1
Auchan bekötőút,3
Audi Hungária út,25
Audi köz,1
Audi út,7
Auer Lipót utca,1
Augusta Šenoe,1
Augusz Imre utca,3
Auguszta tér,1
Auguszta utca,2
Auguszt János utca,1
Augusztus 20. tér,2
Augusztus 20. utca,4
Aulich Lajos köz,1
Aulich Lajos utca,29
Aulich út,2
Aulich utca,21
Aurél utca,1
Auróra utca,3
Aussichtssteig,1
A utca,2
autóbusz-forduló,4
Autóbuszforduló,3
Autópálya aluljáró,1
Autós gyakorlópálya,1
Autóspihenő utca,1
Autostrada Transilvania,2
Autós völgy,1
Avalon utca,1
Avar dűlő,1
Avar köz,9
Avarszállás utca,1
Avar tér,1
Avar út,2
Avar utca,97
Avar vezér utca,1
Avasalja út,1
Avasalja utca,5
Avasárok utca,3
Avashegyi utca,1
Avasi autóbusz-állomás,8
Avas-út,5
Avas utca,1
Avedik utca,1
A villányi kisvasút régi hídja,1
Azáleás utca,1
Azaum út,2
Az egykori műszaki zár nyomvonala,15
Az egykori sikló nyomvonala,1
Az egykori vasút nyomvonala,8
A zóna,1
B61a Abschnitt Süd,1
Bába dűlő,2
Bábai dűlő,1
Bábai út,1
Bábakalács köz,2
Bábakalács utca,2
Bába Molnár dűlő,3
Babanovicza dűlő,1
Babarózsa köz,1
Babarózsa utca,3
Baba tér,1
Babati út,4
Baba utca,8
Bába utca,2
Babérfa utca,1
Babérfűz utca,1
Babér köz,2
Babér utca,21
Babföldi utca,1
Babgulyás utca,1
Babicztanya,1
Babilon sor,2
Babits köz,1
Babits Mihály köz,3
Babits Mihály sétány,2
Babits Mihály út,11
Babits Mihály utca,113
Babits utca,1
Babóchay utca,1
Babocsay Sándor utca,1
Babocsay utca,3
Bábonyibérc alsósor,1
Bábonyibérc felsősor,1
Bábonyibérc sor,1
Babos,1
Babós dűlő,1
Baboskerti lejáró,1
Babos Pál utca,1
Babos utca,2
Bábos utca,1
Bábota dűlő,1
Babóti sor,1
Bab utca,1
Back Bernát utca,7
Backnang út,1
Bacsahegyi utca,1
Bácsai út,7
Bácsai utca,3
Bacsák György tér,1
Bacsák utca,1
Bacsalaposi út,1
Bácsalmási út,1
Bácsalmás utca,1
Bácshegyi dűlő,1
Bacsinszky András út,8
Bácska dűlő,1
Bácskai utca,10
Bácska köz,1
Bácska tér,10
Bácska utca,15
Bács köz,1
Bacsó Béla út,11
Bacsó Béla utca,94
Bacsó László utca,3
Bacsó Nándor utca,1
Bacsó utca,5
Bács utca,5
Baczoni István utca,1
Badacsonyi út,14
Badacsonyi utca,10
Badacsony köz,3
Badacsonyszőlő,3
Badacsony út,1
Badacsony utca,16
Badacsony útja,3
Badár Balázs utca,1
Badics dűlő,1
Bad Ischl sétány,1
Bádogos köz,4
Bádogos utca,8
Bádonfa utca,2
Bádony utca,3
Badstraße,1
Bad Wimpfen utca,1
Bády Valér köz,1
Bagaméri Lajos utca,1
Bagaméri torkolati fenékküszöb,1
Bagaméri út,1
Bagaméri utca,1
Bagamér utca,2
Bagaria utca,1
Bagdi Lajos utca,1
Baghy Gyula utca,1
Bagi Alajos utca,1
Bagi elágazás (körforgalom),4
Bagi Ipari Park 1,1
Bagi Ipari Park 2,1
Bagi László utca,1
Baglas köz,1
Baglas utca,1
Baglyas dűlő,3
Baglyashegy utca,1
Baglyasi út,3
Baglyasi utca,1
Baglyasszél utca,3
Baglyas tér,2
Bagod-Zalalövő kerékpárút,8
Bagókői út,1
Bagolai sor,4
Bagoly dűlő,4
Bagolyfogó híd,1
Bagoly köz,5
Bagoly út,1
Bagoly utca,51
Bagolyvári sétány,1
Bagolyvári utca,4
Bagolyvár köz,1
Bagolyvár út,1
Bagolyvár utca,20
Bagolyvölgyi út,1
Bagoly zug,1
Bagosi út,2
Bagosi utca,3
Bagota utca,1
Bagó telep,1
Bagó-vasút utca,1
Bagóvölgy,1
BAH-csomóponti felüljáró,1
Baitz József altárbornagy utca,1
Bajai út,30
Bajai utca,19
Bajáki Elemér utca,1
Baján utca,2
Baja utca,1
Bajcsai út,1
Bajcs utca,1
Bajcsy út,3
Bajcsy utca,1
Bajcsy-Zsilinszky Endre körút,6
Bajcsy-Zsilinszky Endre út,18
Bajcsy-Zsilinszky Endre utca,250
Bajcsy-Zsilinszky köz,7
Bajcsy-Zsilinszky lakótelep,4
Bajcsy-Zsilinszky telep,2
Bajcsy-Zsilinszky tér,3
Bajcsy-Zsilinszky út,174
Bajcsy-Zsilinszky utca,554
Bájibokor,1
Baji út,4
Baji utca,1
Bajmi dűlő,1
Bajmi köz,1
Bajmi-tető dűlő,1
Bajmóci utca,6
Bajnai út,13
Bajnár utca,1
Bajnok Géza tér,3
Bajnok utca,31
Bajonett utca,1
Bajor Ágost utca,1
Bajor Gizi sétány,3
Bajor Gizi utca,1
Bajor utca,4
Bajóti Simon utca,1
Bajtai dűlő,1
Bajtárs köz,1
Bajtárs utca,9
Bajti utca,1
Bajtner puszta,1
Bajuszfű utca,10
Bajvívó utca,1
Bajza József utca,25
Bajza köz,2
Bajza Lenke tér,2
Bajzáth utca,2
Bajzattanya,1
Bajza utca,68
Bakacs utca,2
Bakadomb utca,1
Baka köz,1
Bakancs dűlő,2
"""Bakancsos"" híd",1
Bakancsos utca,2
Baka sor,1
Bakator köz,1
Bakator utca,5
Bakáts tér,4
Bakáts utca,3
Baka utca,5
Baka-útja,1
Bakay Árpád utca,1
Bakay Nándor utca,11
Bakay utca,1
Bakcsó utca,4
Bakérsor utca,2
Bakesz utca,1
Bakfark Bálint utca,3
Bakfű utca,1
Bakhát utca,2
Baki átjáró,1
Baki utca,1
Bakki József utca,1
Bakócz Tamás utca,1
Bakócz tanya,1
Bakóczy Endre utca,1
Bakó József utca,8
Ba-Ko köz,1
Bakónaki út,2
Bakonybánk utca,2
Bakonybéli utca,7
Bakonyér gyaloghíd,1
Bakonyérköz utca,1
Bakonyér utca,3
Bákonyikert utca,1
Bakonyi út,18
Bakonyi utca,9
Bakony utca,27
Bakos Ambrus utca,1
Bakos-bejáró,1
Bakosdomb utca,3
Bakos határút,1
Bakos köz,1
Bakos park,1
BA-KO utca,1
Bakó utca,2
Bakrét utca,1
Baksa dűlő,1
Baksaházi utca,2
Baksaszer,18
Baksa út,1
Baksay Dániel utca,2
Baksay Sándor utca,12
Bakta,1
Bakta hegy,1
Baktai út,3
Bakta köz,2
Baktay Ervin tér,2
Baktay Ervin utca,3
Bakterház út,1
Bakter köz,1
Bakter utca,5
Bakti utca,3
Baktói utca,2
Bakula sor,1
Bakule Márton utca,1
Baky Endre utca,1
Baky utca,2
Balabán utca,1
Balabás utca,1
Balácai utca,1
Baláca sor,2
Baláca utca,7
"""B"" alagút",2
Balajthy Dénes utca,1
Balajthy utca,4
Balajti Illésné utca,1
Balás Árpád utca,1
Balásházy János utca,2
Balassa Bálint utca,21
Balassagyarmati út,12
Balassagyarmat utca,3
Balassa Iván utca,1
Balassa János utca,2
Balassa köz,4
Balassa Pál utca,3
Balassa út,1
Balassa utca,31
Balassi Bálint köz,2
Balassi Bálint út,6
Balassi Bálint utca,98
Balassi köz,1
Balassi tér,3
Balassi út,4
Balassi utca,12
Baláta utca,1
Balatonfüredi út,5
Balatonfűzfői út,18
Balatoni Bringakörút,1
Balatoni út,408
Balatoni utca,32
Balaton körút,21
Balaton köz,3
Balatonmagyaród utca,1
Balatonpart utca,8
Balatonszentgyörgyi út,12
Balaton Szíve tér,1
Balaton út,6
Balaton utca,101
Bála utca,1
Balavásár utca,1
Balay utca,1
Balázs Árpád utca,1
Balázs Béla utca,10
Balázs deák utca,1
Balázsdiák utca,1
Balázs dűlő,2
Balázsfai utca,1
Balázsfalvi köz,1
Balázs farm,3
Balázs Ferenc utca,1
Balázshalmi utca,1
Balázsi híd,1
Balázs János utca,2
Balázs Jenő utca,6
Balázs Kálmán utca,1
Balázskert köz,1
Balázs köz,1
Balázs Lajos utca,2
Balázs park,4
Balázspuszta tanya,1
Balázs utca,3
Balázsvölgy utca,2
Balczó István utca,2
Bal fasor,7
Balfi út,19
Balhás dűlő,1
Bálics dűlő,1
Bálicsi út,8
Bálicstető dűlő,1
Balinkabánya üdülőtelep,1
Balin köz,1
Bálintbokor,4
Bálint dűlő,1
Bálint György utca,3
Bálint János utca,1
Bálint köz,4
Bálint major,2
Bálint Mihály utca,4
Bálint pap utca,2
Bálint Sándor sétány,2
Bálint Sándor utca,8
Bálint utca,5
Bálint-völgy,1
Bálint Zoltán utca,2
Balin út,1
Balin utca,11
Bali Sándor utca,1
Balkán köz,1
Balkán utca,6
Balkányi köz,1
Balkányirész tanya,1
Balkányi tanya,1
Balkányi út,6
Balkányi utca,1
Ballada köz,1
Ballada utca,2
Balla dűlő,4
Balla Gergely utca,3
Ballagi Károly utca,1
Ballagi Mór utca,4
Ballagitó sor,1
Ballai híd,1
Ballai út,5
Ballai utca,1
Balla Károly utca,1
Balla köz,2
Ballakúti utca,1
Balla Pál utca,1
Balla utca,3
Balló Mátyás utca,1
Ballószög tanya,1
Balmazújvárosi út,31
Balog Ádám utca,1
Balogh Ádám köz,2
Balogh Ádám út,1
Balogh Ádám utca,28
Balogh Antal tér,1
Balogh Béla út,1
Balogh Béla utca,1
Balogh Ferenc utca,3
Balogh Géza utca,1
Balogh Gyula utca,1
Balogh János utca,2
Balogh Mihály utca,1
Balogh Páter utca,1
Balogh Sándor utca,2
Balogh Tamás utca,1
Balogh Tihamér utca,2
Balogh út,1
Balogh utca,2
Balogh Zsuzsanna utca,1
Balog István utca,1
Balog József utca,1
Balog Károly út,2
Balogsemjén utca,1
Balogunyom - Kisunyom,1
Balogvár utca,2
Balozsai utca,1
Balparászta,1
Balremete,3
Baltacin utca,1
Balta köz,3
Baltás dűlő,3
Baltáserdő,2
Balta utca,2
Baltazár Dezső tér,1
Baltazár Dezső utca,2
Balthazár Dezső utca,5
Baltika utca,2
Baltik Frigyes utca,2
Bálványfa utca,1
Bálványkő utca,1
Bálványos utca,4
Bálvány utca,12
Balzac utca,2
Balzsamfű utca,1
Balzsam utca,5
Bambusz utca,2
Banai dűlő,1
Banai út,8
Bán Aladár utca,3
Banánkanyar XC kör,1
Banán köz,2
Banán utca,3
Bánáti Sverák József utca,1
Bánáti utca,6
Bánat utca,2
Bánát utca,15
Bancsa utca,1
Bandérium köz,1
Bán dűlő,1
Bandúr utca,1
Bandzsalgó utca,3
Bánegyháza utca,1
Bánfalva utca,1
Bánfalvi út,6
Bánfa utca,4
Bánffay Simon út,2
Bánffy Dezső utca,1
Bánffy Endre utca,1
Bánffy György emlékpark,3
Bánffyhunyad utca,1
Bánffy utca,3
Bánfibokor,1
Bánfi Lukács út,9
Bánfi utca,1
Bánfolyás utca,1
Bangó Péter utca,1
Bánháza út,1
Bánhegyi Jób utca,1
Bánhidai lakótelep,2
Bánhidai út,2
Bánhidai utca,1
Bánhida utca,1
Bánhidi szőlő,1
Bán Imre utca,1
Banka utca,5
Bánk bán tér,8
Bánk bán utca,25
Bankháza,1
Bankhegy dűlő,1
Bánki Donát köz,1
Bánki Donát park,3
Bánki Donát út,5
Bánki Donát utca,47
Bánkiszéki utca,1
Bankó András utca,1
Bánkőhegyi utca,1
Bankó köz,1
Bankós Károly utca,4
Bankó utca,1
Bankszőlő út,1
Bánkutai utca,2
Bank utca,2
Bánk utca,2
Bánkút utca,26
Bán Márton utca,2
Banner János utca,1
Bánóczi utca,2
Bánomhegyi dűlő,1
Bánomi dűlő,2
Bánomi lakópark,2
Bánomi lakótelep,3
Bánomi út,9
Bánomka utca,1
Bánomkert,1
Bánomkerti út,9
Bánomkert sor,5
Bánomkert utca,4
Bánom köz,1
Bánomszőlő I. dűlő,1
Bánomszőlő II. dűlő,1
Bánomszőlő III. dűlő,1
Bánomszőlő IV. dűlő,1
Bánomszőlő út,1
Bánomszőlő V. dűlő,1
Bánom utca,3
Bánosi utca,2
Bánréve utca,1
Bánság tér,3
Bánság utca,1
Bán Sámuel utca,1
Bán Sándor utca,2
Bánszállási út,1
Bánszállás telep,9
Bánszky utca,4
Bántai út,3
Bántai utca,3
Bán Tibor út,1
Bán Tibor utca,2
Bán utca,4
Bánvég utca,1
Bán-völgye út,3
Bánvölgy utca,3
Bánya,1
Bányabekötő utca,2
Bányácska utca,10
Bányahegyi utca,1
Bányahegy telep,1
Bányai Elemér utca,1
Bányai János utca,1
Bányai Júlia utca,2
Bányai Kornél út,1
Bányai Kornél utca,3
Bányai utca,4
Bányakápolna utca,2
Bánya köz,9
Bánya lakótelep,3
Bányalaposi utca,2
Bányalég utca,7
Bányamécs utca,3
Bányamester köz,1
Bánya part,3
Bányász emlékút,3
Bányászfürdő utca,2
Banyasziget,1
Bányász körönd,4
Bányász körút,5
Bányász köz,3
Bányász lakótelep,10
Bányászlámpa utca,1
Bányász sor,1
Bányásztelep,1
Bányász telep,1
Bányász tér,2
Bányász-tér,1
Bányász út,36
Bányász utca,78
Bányász vértanúk útja,2
Bányatelep,11
Bánya telep,9
Bányatelep utca,4
Bányatelkek útja,1
Bánya tér,1
Bányató út,5
Bányató utca,5
Bánya út,7
Bánya utca,46
Bányavasút utca,1
Banyavölgyi út,3
Banyi János utca,1
Bán Zsigmond utca,1
Barabás István utca,1
Barabás Miklós utca,7
Barabás utca,2
Barabits Elemér utca,1
Barabits Fülöp sétány,4
Barack dűlő,2
Barackfa sor,1
Barackfás utca,2
Barackfa út,1
Barackfa utca,16
Barack köz,8
Barackmag utca,4
Barackos dűlő,13
Barackos köz,14
Barackos út,41
Barackos utca,45
Barack út,1
Barack utca,24
Barackvirág utca,23
Baracsi I. dűlő tanya,2
Baracsi II. dűlő tanya,1
Baracsi László utca,2
Baracsi út,16
Baracsi utca,3
Baracskai utca,7
Baracska utca,2
Baradla köz,1
Baradla utca,2
Baradlay János utca,1
Bara dűlő,2
Baragödör utca,3
Barakk telep,1
Barakonyi utca,1
Bárándi utca,4
Barankovics tér,2
Baranyai Ferenc utca,1
Baranyai tér,5
Baranyai utca,10
Baranya utca,1
Baranyavár utca,2
Baranya völgy,1
Bárányfelhő utca,1
Báránykő utca,2
Bárány köz,3
Baranyó Sándor utca,1
Bárányos sor,1
Bárányréti út,1
Bárány Róbert utca,2
Bárány telep utca,1
Báránytelep utca,1
Bárány tető,1
Bárány út,5
Bárány utca,22
Bara puszta,1
Barátcinege utca,1
Barátgödöri út,2
Barátháza utca,1
Baráth-dűlő,1
Baráthegyalja utca,1
Baráthegy dűlő,2
Baráthegyi utca,2
Baráth Ferenc utca,3
Baráth utca,1
Barátihegy,1
"Baráti szőlők ""dűlője""",2
Baráti út,3
Barátka utca,1
Barát köz,2
Barátkút dűlő,1
Barátkúti utca,2
Barátok köz,4
Barátok tere,4
Barátok útja,1
Barátpatak utca,3
Barátság körút,1
Barátság köz,3
Barátság lakótelep,7
Barátság liget,1
Barátság-liget utca,1
Barátság park,2
Barátság-sziget,1
Barátság tér,5
Barátság út,5
Barátság utca,92
Barátság útja,11
Barátszer utca,2
Barátsziget utca,4
Barátúr utca,1
Barát út,1
Barát utca,11
Baratyosi kerékpárút,7
Bara utca,4
Barázda köz,3
Barázda út,1
Barázda utca,27
Barbacsi utca,3
Barbakán tér,4
Barbara köz,1
Barbara utca,3
Barca dűlő,1
Barca köz,1
Barcaság utca,3
Barca utca,1
Barcéi utca,2
Barcika tér,5
Barcsai utca,7
Barcsa János utca,1
Barcsay Ábrahám utca,1
Barcsay Jenő tér,3
Barcsay Jenő utca,5
Barcsay Károly utca,1
Barcsay utca,4
Barcs tér,2
Barczag árok,1
Barczag utca,1
Barcza György utca,1
Bárczai sor,1
Barcza utca,2
Bárczay Gyula utca,1
Bárczay utca,2
Bárczi Géza utca,2
Bárczi Gusztáv köz,1
Bárczi Gusztáv utca,9
Bárczy István utca,2
Bárdibükk lakótelep,1
Bárdi Imre utca,1
Bárdió tag,2
Bárdi utca,8
Bárd lakótelep,4
Bárd Ödön sétány,4
Bárdos Alice utca,1
Bárdos Artúr utca,7
Bárdosi Németh János utca,2
Bárdos Lajos sétány,1
Bárdos Lajos utca,6
Bárdos lakópark,3
Bárdos utca,3
Bárduna utca,1
Bárd utca,2
Barényi Béla út,2
Bargár Ödön utca,1
Baricska dűlő,1
Barihegyi út,1
Barikád utca,1
Barinai út,1
Barina út,1
Barina utca,2
Bári út,9
Barizs köz,1
Barkács utca,2
Barka köz,4
Barkási híd,1
Barka sor,2
Barkás utca,1
Bárkás utca,1
Barkász utca,1
Barka utca,19
Bárka utca,13
Barki utca,1
Barkóczy Ferenc utca,4
Barkóczy utca,5
Barkó utca,1
Barlangász utca,1
Barlangkapu utca,2
Barlangkutató utca,3
Barlang sétány,1
Barlang utca,10
Barmos György tér,2
Barnabás utca,1
Barna dűlő,1
Barna József utca,1
Barnakert utca,1
Barna utca,8
Barnay dűlő,1
Báróczhegy,1
Báróczhegyi út,1
Báróczy utca,2
Báróházi utca,1
